Company_ID,Domain,Founding_Year,Country,City,Funding_Stage,Total_Funding_USD_Millions,Valuation_USD_Millions,Revenue_ARR_Millions,Monthly_Burn_Rate_Millions,Runway_Months_2024,Peak_Headcount_2023,Layoffs_2024_2025,Current_Headcount_2026,Investor_Tier,AI_Adoption_Level,Acquisition_Status,Layoff_Rate,Val_Multiplite,Burn_Multiple,Starup_Age
CDE9F451,SpaceTech,2020,USA,San Francisco,Series A,21.99,127.02,5.53,2.07,10.1,162,0,162,"Tier 1 (e.g. Sequoia, a16z)",Low,Acquired,0.0,22.969258589511753,4.491862567811934,6
781C3BB7,Generative AI,2012,Canada,Toronto,Seed,7.57,66.18,3.3,1.07,6.5,57,0,57,Corporate VC (e.g. Google Ventures),High,Independent,0.0,20.05454545454546,3.890909090909091,14
A14D0B5B,Web3/Crypto,2023,USA,New York,Seed,12.6,144.23,10.57,1.16,10.0,61,43,18,Tier 3 (Angel/Seed),High,Acquired (Fire Sale),70.49180327868852,13.645222327341532,1.3169347209082307,3
94BF80FC,SpaceTech,2016,USA,San Francisco,Pre-IPO,1845.66,17030.22,771.12,44.36,41.5,4065,0,4065,Tier 3 (Angel/Seed),High,Independent,0.0,22.08504512916278,0.6903205726735138,10
258335AC,Cybersecurity,2017,USA,Seattle,Seed,0.64,12.97,1.67,0.68,0.8,48,0,48,Tier 3 (Angel/Seed),,Independent,0.0,7.766467065868264,4.88622754491018,9
CFA54CF2,ClimateTech,2022,Israel,Tel Aviv,Seed,3.45,37.3,1.84,0.8,3.8,43,0,43,Tier 2 (Mid-size VC),Medium,Independent,0.0,20.27173913043478,5.217391304347827,4
6026ADBD,Cybersecurity,2012,USA,Boston,Seed,0.67,15.71,2.41,0.22,2.1,21,11,10,Tier 2 (Mid-size VC),High,Closed,52.38095238095239,6.518672199170124,1.0954356846473028,14
AD63375C,Web3/Crypto,2025,USA,San Francisco,Series B,85.66,972.94,63.65,1.83,44.4,179,0,179,Corporate VC (e.g. Google Ventures),High,Independent,0.0,15.285781618224668,0.3450117831893166,1
C0C3A1A7,ClimateTech,2013,Singapore,Singapore,Seed,1.99,28.1,1.18,0.54,3.1,43,0,43,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed,0.0,23.8135593220339,5.491525423728814,13
C03D205B,Autonomous Vehicles,2015,USA,Miami,Series A,8.61,111.79,5.79,0.52,13.9,33,0,33,Corporate VC (e.g. Google Ventures),High,Independent,0.0,19.30742659758204,1.077720207253886,11
59E69182,Generative AI,2017,India,Mumbai,Pre-IPO,182.85,1118.23,54.06,8.64,20.9,660,0,660,Corporate VC (e.g. Google Ventures),,Independent,0.0,20.684979652238255,1.9178690344062153,9
82F2F0F9,ClimateTech,2019,USA,New York,Seed,0.34,21.47,2.73,0.62,0.5,37,0,37,Tier 3 (Angel/Seed),High,Independent,0.0,7.864468864468864,2.725274725274725,7
A4A304A2,Cybersecurity,2020,India,Mumbai,Pre-IPO,160.59,1797.5,63.35,12.76,12.5,909,0,909,Tier 2 (Mid-size VC),High,Closed,0.0,28.374112075769535,2.417048145224941,6
E9600DE1,Robotics,2015,USA,Boston,Seed,1.11,23.67,2.63,0.65,1.5,39,19,20,Tier 3 (Angel/Seed),Medium,Closed,48.717948717948715,9.000000000000002,2.965779467680609,11
A603AAAD,Cybersecurity,2014,UK,London,Seed,0.34,14.94,0.77,0.42,0.7,28,12,16,Tier 3 (Angel/Seed),,Independent,42.857142857142854,19.4025974025974,6.545454545454545,12
0AA5073F,Cybersecurity,2013,USA,Seattle,Series B,0.0,33.88,1.38,0.53,0.0,34,0,34,Bootstrapped,High,Independent,0.0,24.550724637681164,4.608695652173914,13
67980ECF,EdTech,2018,Germany,Munich,Seed,0.66,9.67,0.77,0.2,2.2,15,0,15,Tier 2 (Mid-size VC),High,Independent,0.0,12.558441558441558,3.1168831168831175,8
EB55FF4D,SpaceTech,2023,India,Mumbai,Seed,0.56,19.34,2.81,0.15,2.2,10,0,10,Tier 3 (Angel/Seed),Medium,Acquired,0.0,6.882562277580071,0.6405693950177935,3
F2769F80,ClimateTech,2019,France,Paris,Series B,9.55,103.99,16.81,0.52,15.4,31,10,21,Tier 3 (Angel/Seed),,Independent,32.25806451612903,6.186198691255205,0.3712076145151696,7
72226AF0,SpaceTech,2021,USA,Austin,Series A,62.31,670.76,39.18,2.28,26.2,183,27,156,Tier 2 (Mid-size VC),High,IPO,14.754098360655737,17.11995916283818,0.6983154670750382,5
CBA8B70E,Cybersecurity,2016,India,Mumbai,Series C+,87.76,385.4,36.47,4.7,18.3,238,0,238,Corporate VC (e.g. Google Ventures),Low,Closed,0.0,10.567589799835481,1.5464765560734852,10
DB3E3DCA,HealthTech,2014,Singapore,Singapore,Seed,2.18,32.97,1.7,0.85,2.3,47,23,24,Tier 2 (Mid-size VC),Medium,Independent,48.93617021276596,19.394117647058824,6.0,12
478C03A5,FinTech,2020,USA,Seattle,Series B,34.05,277.8,9.67,2.21,14.7,120,18,102,Tier 3 (Angel/Seed),Low,Independent,15.0,28.728024819027922,2.7425025853154086,6
4DB38BC3,HealthTech,2021,USA,Boston,Seed,0.81,22.16,0.83,0.46,1.4,33,11,22,Tier 2 (Mid-size VC),High,Independent,33.33333333333333,26.698795180722893,6.650602409638555,5
1126EC23,Generative AI,2022,India,Mumbai,Seed,0.96,23.88,0.8,0.31,2.3,19,0,19,Corporate VC (e.g. Google Ventures),Medium,Closed,0.0,29.849999999999998,4.6499999999999995,4
215E4AAB,Generative AI,2020,USA,San Francisco,Post-IPO,618.76,4377.69,369.31,25.18,24.5,2061,0,2061,Corporate VC (e.g. Google Ventures),High,Acquired,0.0,11.85370014351087,0.8181744334028322,6
21481205,Generative AI,2018,USA,Austin,Series A,25.27,303.06,15.89,2.56,9.5,186,95,91,Tier 2 (Mid-size VC),Medium,Closed,51.075268817204304,19.072372561359344,1.9332913782252987,8
31B142BA,FinTech,2015,China,Hangzhou,Series C+,0.0,12.45,0.66,0.52,0.0,28,0,28,Bootstrapped,High,Independent,0.0,18.863636363636363,9.454545454545455,11
5496F4E2,EdTech,2020,France,Paris,Seed,0.96,24.53,1.46,0.46,1.7,39,0,39,Tier 2 (Mid-size VC),Low,Acquired,0.0,16.8013698630137,3.7808219178082196,6
13505DCD,Generative AI,2018,USA,Austin,Series A,22.91,218.23,7.32,1.92,11.3,114,50,64,Tier 3 (Angel/Seed),High,Independent,43.859649122807014,29.81284153005464,3.1475409836065573,8
84AD7387,Generative AI,2021,China,Beijing,Series A,32.98,221.17,38.39,2.91,11.0,189,104,85,Tier 3 (Angel/Seed),High,Closed,55.026455026455025,5.76113571242511,0.9096118780932535,5
66955ECB,HealthTech,2020,USA,Austin,Series B,13.69,124.67,4.28,1.1,11.4,74,0,74,Tier 3 (Angel/Seed),Low,Closed,0.0,29.128504672897193,3.0841121495327104,6
DD1834C7,Cybersecurity,2022,Israel,Tel Aviv,Series A,9.19,45.23,1.82,0.38,19.1,34,0,34,Tier 3 (Angel/Seed),High,Independent,0.0,24.85164835164835,2.5054945054945055,4
477BF3E4,Generative AI,2020,USA,San Francisco,Seed,0.0,20.61,0.69,0.4,0.0,27,0,27,Bootstrapped,Low,Acquired,0.0,29.869565217391305,6.956521739130436,6
59D04C45,Robotics,2021,USA,Boston,Seed,3.66,40.63,2.46,0.61,5.2,53,24,29,Tier 2 (Mid-size VC),High,Independent,45.28301886792453,16.51626016260163,2.975609756097561,5
5E4D0282,Robotics,2018,Singapore,Singapore,Series A,3.05,49.05,3.09,0.46,5.4,36,0,36,Tier 3 (Angel/Seed),Medium,Closed,0.0,15.87378640776699,1.7864077669902916,8
AD727FAF,HealthTech,2020,China,Hangzhou,Seed,3.6,51.92,2.08,0.42,6.9,34,13,21,Tier 3 (Angel/Seed),Medium,Independent,38.23529411764706,24.96153846153846,2.423076923076923,6
C5C10D64,Robotics,2012,Germany,Munich,Series A,3.87,34.96,2.32,0.23,11.7,17,0,17,Corporate VC (e.g. Google Ventures),Medium,Independent,0.0,15.06896551724138,1.1896551724137934,14
5C7CE7E6,HealthTech,2020,China,Shanghai,Seed,1.96,33.7,2.83,1.01,1.8,52,0,52,Tier 2 (Mid-size VC),Medium,Closed,0.0,11.908127208480566,4.282685512367491,6
076D0DE5,Cybersecurity,2020,USA,Austin,Seed,3.38,50.59,2.14,0.6,4.8,43,0,43,Tier 2 (Mid-size VC),Medium,Closed,0.0,23.64018691588785,3.3644859813084107,6
5C1346F0,FinTech,2021,Israel,Tel Aviv,Series A,0.92,23.42,0.81,0.18,3.3,17,0,17,Tier 3 (Angel/Seed),Medium,Independent,0.0,28.91358024691358,2.6666666666666665,5
64AA8F3D,Generative AI,2021,Japan,Kyoto,Series B,17.78,163.54,16.19,0.4,35.6,29,0,29,Corporate VC (e.g. Google Ventures),Medium,Independent,0.0,10.10129709697344,0.2964793082149475,5
84F877FA,ClimateTech,2020,UK,Oxford,Series A,3.79,62.3,2.51,0.52,6.1,30,15,15,Tier 3 (Angel/Seed),Low,Independent,50.0,24.820717131474105,2.4860557768924307,6
7D42731E,HealthTech,2014,Israel,Tel Aviv,Seed,0.85,11.43,0.51,0.9,0.8,51,22,29,Tier 2 (Mid-size VC),High,Closed,43.13725490196079,22.41176470588235,21.176470588235293,12
53C7BA39,Web3/Crypto,2022,Canada,Toronto,Series A,3.53,51.27,2.08,0.65,4.7,41,35,6,Tier 2 (Mid-size VC),Low,Acquired (Fire Sale),85.36585365853658,24.649038461538463,3.75,4
4BBCF0DE,Robotics,2012,China,Beijing,Seed,1.15,29.89,4.59,0.57,1.7,32,0,32,Tier 2 (Mid-size VC),High,Independent,0.0,6.511982570806101,1.4901960784313726,14
9BE2CD18,Cybersecurity,2021,France,Lyon,Series A,3.89,27.59,0.93,0.57,5.8,48,0,48,Tier 3 (Angel/Seed),Medium,Independent,0.0,29.666666666666664,7.354838709677419,5
E3F83614,Cybersecurity,2019,USA,Boston,Seed,1.45,33.96,1.62,0.36,3.2,35,0,35,Corporate VC (e.g. Google Ventures),Medium,Independent,0.0,20.962962962962962,2.6666666666666665,7
4D7DCD15,Robotics,2021,Israel,Jerusalem,Seed,0.77,18.56,1.25,0.09,4.1,7,4,3,Tier 3 (Angel/Seed),Medium,Closed,57.14285714285714,14.847999999999999,0.8640000000000001,5
9302C83B,Autonomous Vehicles,2019,USA,New York,Series A,28.93,107.59,5.47,3.41,8.2,184,0,184,Tier 2 (Mid-size VC),Medium,Independent,0.0,19.6691042047532,7.480804387568557,7
5EAD32FC,HealthTech,2020,USA,Austin,Seed,1.13,28.39,1.54,0.66,1.5,37,0,37,Corporate VC (e.g. Google Ventures),Low,Independent,0.0,18.435064935064936,5.142857142857142,6
70FDB022,ClimateTech,2019,Germany,Munich,Series B,26.58,320.6,23.82,1.93,13.1,188,37,151,Tier 3 (Angel/Seed),High,Independent,19.680851063829788,13.459277917716205,0.9722921914357683,7
36823F5D,Generative AI,2021,France,Lyon,Seed,12.56,148.8,20.25,0.73,15.1,50,0,50,Tier 2 (Mid-size VC),High,Independent,0.0,7.348148148148149,0.4325925925925926,5
D92A700F,Robotics,2018,USA,Boston,Seed,0.5,19.39,0.75,0.46,0.9,40,30,10,Tier 3 (Angel/Seed),Medium,Closed,75.0,25.853333333333335,7.36,8
C4E51EE0,FinTech,2021,China,Beijing,Seed,2.0,36.1,2.11,0.5,3.3,41,20,21,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,48.78048780487805,17.109004739336495,2.843601895734597,5
B1EFC763,SpaceTech,2016,India,Hyderabad,Series A,5.74,49.57,2.36,0.61,8.1,34,0,34,Tier 3 (Angel/Seed),,Closed,0.0,21.004237288135595,3.1016949152542375,10
408CDFF4,HealthTech,2021,USA,Boston,Series C+,0.0,13.04,0.46,0.23,0.0,20,0,20,Bootstrapped,Low,Acquired,0.0,28.34782608695652,6.0,5
0CE8EA24,HealthTech,2018,USA,Miami,Seed,0.39,17.02,0.78,0.19,1.3,10,3,7,Tier 3 (Angel/Seed),Low,Independent,30.0,21.820512820512818,2.9230769230769234,8
1DEA01CF,ClimateTech,2018,USA,Boston,Series A,2.34,25.92,1.88,0.81,2.6,47,0,47,Corporate VC (e.g. Google Ventures),Low,Acquired,0.0,13.787234042553193,5.170212765957447,8
A726E7D7,HealthTech,2021,China,Shanghai,Series A,23.21,134.85,4.88,1.41,15.4,102,18,84,Corporate VC (e.g. Google Ventures),Medium,Independent,17.647058823529413,27.633196721311474,3.467213114754098,5
4292C263,Generative AI,2021,India,Hyderabad,Seed,1.57,24.61,0.88,0.36,3.4,22,0,22,Tier 2 (Mid-size VC),Low,Acquired,0.0,27.96590909090909,4.909090909090909,5
E8101809,ClimateTech,2020,USA,Seattle,Series B,24.5,195.44,20.62,1.43,16.0,95,29,66,Tier 3 (Angel/Seed),High,Independent,30.526315789473685,9.478176527643065,0.8322017458777885,6
AA78C0B3,HealthTech,2023,Germany,Berlin,Series B,48.15,385.29,21.53,2.01,22.8,155,0,155,Tier 3 (Angel/Seed),Medium,Independent,0.0,17.895494658615885,1.1202972596377145,3
43C2A997,SpaceTech,2016,China,Shenzhen,Series B,70.47,570.3,68.44,2.58,26.3,216,0,216,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,0.0,8.332846288720047,0.4523670368205728,10
059EFA95,Generative AI,2018,Israel,Tel Aviv,Seed,12.17,68.75,5.7,0.65,16.2,63,18,45,Tier 2 (Mid-size VC),High,Independent,28.57142857142857,12.06140350877193,1.368421052631579,8
CC68388B,Robotics,2018,China,Shanghai,Series C+,39.96,398.95,25.95,2.9,13.3,173,66,107,Tier 2 (Mid-size VC),,Independent,38.15028901734104,15.373795761078998,1.3410404624277457,8
D25D73EB,Robotics,2018,USA,Boston,Seed,1.57,24.08,1.89,0.27,4.2,20,10,10,Tier 3 (Angel/Seed),,Acquired,50.0,12.74074074074074,1.7142857142857144,8
B7070030,Web3/Crypto,2018,USA,New York,Seed,2.16,34.15,1.36,0.7,2.7,45,38,7,Tier 2 (Mid-size VC),,Acquired (Fire Sale),84.44444444444444,25.110294117647054,6.176470588235293,8
DEDC2B6B,HealthTech,2020,USA,Seattle,Series B,5.35,44.27,2.1,0.49,9.1,25,0,25,Tier 2 (Mid-size VC),Medium,Independent,0.0,21.080952380952382,2.8,6
2A7AE1BA,Generative AI,2018,USA,Seattle,Seed,7.53,102.87,9.02,0.72,9.2,55,0,55,Tier 2 (Mid-size VC),High,Independent,0.0,11.404656319290467,0.9578713968957873,8
BA081D31,Generative AI,2018,USA,Seattle,Series A,66.88,654.88,44.73,5.61,11.7,378,0,378,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,0.0,14.640733288620613,1.5050301810865194,8
7B5F4468,Generative AI,2020,China,Shenzhen,Series B,0.0,33.14,1.13,0.11,0.0,6,3,3,Bootstrapped,High,Independent,50.0,29.327433628318587,1.1681415929203542,6
7926797D,FinTech,2016,Canada,Vancouver,Seed,0.73,12.55,1.81,0.32,1.7,29,0,29,Tier 2 (Mid-size VC),High,Acquired,0.0,6.933701657458564,2.1215469613259668,10
7F4E4685,Generative AI,2019,China,Hangzhou,Seed,10.26,127.18,7.72,0.41,20.1,31,0,31,Tier 3 (Angel/Seed),High,Independent,0.0,16.474093264248705,0.6373056994818653,7
8B6B3F1A,HealthTech,2014,USA,Austin,Series B,30.27,364.24,15.58,2.45,11.9,169,103,66,"Tier 1 (e.g. Sequoia, a16z)",Medium,Acquired (Fire Sale),60.946745562130175,23.378690629011555,1.8870346598202825,12
D62CB04D,HealthTech,2023,Israel,Jerusalem,Series A,27.99,187.91,10.6,1.16,22.2,71,0,71,Tier 2 (Mid-size VC),High,Independent,0.0,17.727358490566036,1.3132075471698113,3
BAD18943,Cybersecurity,2018,India,Bengaluru,Seed,4.43,57.97,3.49,0.39,9.0,25,0,25,Tier 3 (Angel/Seed),High,Independent,0.0,16.610315186246417,1.3409742120343837,8
EAEA11A3,SpaceTech,2022,USA,Seattle,Series A,8.12,74.03,4.73,0.73,9.8,50,18,32,Tier 3 (Angel/Seed),Low,Independent,36.0,15.651162790697674,1.8520084566596193,4
D6D4FD6D,HealthTech,2020,USA,Seattle,Series B,21.08,227.36,7.87,0.72,25.7,56,0,56,Tier 3 (Angel/Seed),High,Independent,0.0,28.889453621346888,1.0978398983481577,6
B50A8826,Cybersecurity,2017,USA,Seattle,Series A,1.89,39.12,1.46,0.45,3.4,41,0,41,Tier 2 (Mid-size VC),Medium,Independent,0.0,26.794520547945204,3.6986301369863015,9
B3A1008E,HealthTech,2016,USA,Seattle,Seed,0.83,22.5,2.58,0.25,2.4,13,0,13,Tier 3 (Angel/Seed),High,Acquired,0.0,8.720930232558139,1.1627906976744187,10
B76B90F5,Cybersecurity,2020,Israel,Tel Aviv,Series B,4.42,47.7,2.12,0.47,7.8,26,16,10,Corporate VC (e.g. Google Ventures),Low,Closed,61.53846153846154,22.5,2.6603773584905657,6
84DF7E12,ClimateTech,2023,UK,Oxford,Seed,0.37,19.34,0.65,0.16,1.4,11,0,11,Tier 3 (Angel/Seed),High,Independent,0.0,29.75384615384615,2.9538461538461536,3
0D6162E9,HealthTech,2016,Canada,Toronto,Series B,18.86,152.39,9.15,0.66,24.8,39,0,39,Tier 3 (Angel/Seed),High,Closed,0.0,16.654644808743168,0.8655737704918033,10
C9392528,FinTech,2015,Germany,Berlin,Seed,1.46,22.64,1.59,0.31,3.6,28,0,28,Corporate VC (e.g. Google Ventures),,Independent,0.0,14.238993710691824,2.339622641509434,11
34284B82,Web3/Crypto,2019,USA,San Francisco,Seed,1.82,17.85,1.29,0.33,4.2,17,12,5,Tier 3 (Angel/Seed),High,Closed,70.58823529411765,13.837209302325583,3.069767441860465,7
C8ED4244,ClimateTech,2019,USA,Seattle,Series A,2.31,34.48,1.37,0.5,3.8,49,0,49,Tier 3 (Angel/Seed),High,Closed,0.0,25.167883211678827,4.37956204379562,7
BDB5E702,Autonomous Vehicles,2021,Singapore,Singapore,Seed,3.92,50.29,3.41,0.44,7.3,39,0,39,Corporate VC (e.g. Google Ventures),High,Independent,0.0,14.747800586510262,1.5483870967741935,5
929D8E1C,Generative AI,2019,USA,Boston,Seed,4.7,42.63,3.07,0.19,16.2,13,3,10,Tier 3 (Angel/Seed),Medium,Acquired,23.076923076923077,13.885993485342022,0.7426710097719871,7
A2AE4F65,HealthTech,2014,USA,New York,Series A,4.6,31.28,2.02,0.71,5.7,49,0,49,Tier 3 (Angel/Seed),Medium,IPO,0.0,15.485148514851485,4.217821782178218,12
5DBF7642,Autonomous Vehicles,2023,USA,Seattle,Seed,0.8,19.54,1.44,0.29,2.1,16,10,6,Tier 2 (Mid-size VC),Medium,Acquired (Fire Sale),62.5,13.569444444444445,2.4166666666666665,3
09C26434,SpaceTech,2019,China,Beijing,Seed,7.75,39.52,5.89,0.66,10.2,46,0,46,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,0.0,6.70967741935484,1.3446519524617997,7
F3BCFB23,Web3/Crypto,2020,USA,Seattle,Series B,167.25,998.2,56.73,5.43,30.2,283,182,101,Tier 3 (Angel/Seed),High,Closed,64.31095406360424,17.59562841530055,1.1485986250661027,6
0D9DB49C,Generative AI,2020,USA,New York,Seed,8.35,41.68,2.83,0.58,12.3,52,0,52,Corporate VC (e.g. Google Ventures),Medium,Independent,0.0,14.72791519434629,2.459363957597173,6
54A083FD,Autonomous Vehicles,2014,USA,Miami,Series A,5.72,45.23,2.14,0.75,6.7,39,0,39,Tier 3 (Angel/Seed),,Acquired,0.0,21.135514018691588,4.205607476635514,12
C4CD3CC9,HealthTech,2012,USA,Miami,Seed,3.1,47.54,5.05,0.35,6.9,25,0,25,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,0.0,9.413861386138613,0.8316831683168315,14
1EAC1669,Generative AI,2014,USA,Austin,Seed,10.85,70.38,4.0,0.99,10.0,55,0,55,Tier 3 (Angel/Seed),Low,Independent,0.0,17.595,2.9699999999999998,12
77C9FA5F,Autonomous Vehicles,2023,USA,New York,Series A,14.53,79.94,7.87,0.66,19.1,44,0,44,Tier 3 (Angel/Seed),Medium,Independent,0.0,10.157560355781449,1.0063532401524777,3
7E8C1F0D,Robotics,2021,USA,San Francisco,Pre-IPO,165.53,1376.22,69.86,15.76,10.4,1019,436,583,Tier 2 (Mid-size VC),High,Independent,42.78704612365064,19.699685084454625,2.7071285427998855,5
AE6CA7A1,Generative AI,2015,China,Beijing,Series B,42.49,368.08,47.52,3.1,13.3,254,52,202,"Tier 1 (e.g. Sequoia, a16z)",Low,Acquired,20.47244094488189,7.745791245791245,0.7828282828282829,11
581BBFA5,Generative AI,2020,France,Lyon,Seed,3.95,63.28,4.52,0.56,6.0,50,0,50,Tier 3 (Angel/Seed),Medium,Independent,0.0,14.000000000000002,1.4867256637168145,6
59AA3D6A,ClimateTech,2020,Germany,Munich,Series A,27.51,245.67,8.45,1.62,16.0,140,50,90,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,35.714285714285715,29.07337278106509,2.300591715976332,6
D1AE34C2,Web3/Crypto,2012,Canada,Vancouver,Seed,5.82,76.8,4.06,0.17,21.6,14,0,14,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,0.0,18.91625615763547,0.5024630541871922,14
8FCDFE1F,Generative AI,2019,India,Mumbai,Series C+,143.75,692.37,66.93,16.26,8.8,983,0,983,Tier 3 (Angel/Seed),High,Independent,0.0,10.344688480502017,2.915284625728373,7
CB8CD6DF,HealthTech,2021,Singapore,Singapore,Series A,6.42,67.4,6.59,0.34,14.6,18,0,18,Tier 3 (Angel/Seed),High,Independent,0.0,10.227617602427923,0.6191198786039454,5
E0C324CF,Generative AI,2016,Singapore,Singapore,Pre-IPO,1442.63,10653.75,528.69,108.18,13.3,6267,1719,4548,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,27.429392053614173,20.15122283379674,2.455427566248652,10
1D1BE626,Cybersecurity,2022,India,Delhi NCR,Series B,16.62,178.63,7.86,0.83,17.9,75,0,75,Tier 3 (Angel/Seed),,Independent,0.0,22.7264631043257,1.2671755725190839,4
7496B669,Generative AI,2020,India,Delhi NCR,Series C+,106.75,846.77,37.13,3.02,34.2,275,0,275,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,0.0,22.80554807433342,0.976030164287638,6
82A05D7E,Robotics,2012,USA,Seattle,Seed,0.48,21.75,1.79,0.39,1.0,30,0,30,Tier 2 (Mid-size VC),,Independent,0.0,12.150837988826815,2.614525139664804,14
221A7B8B,Generative AI,2022,USA,Miami,Series C+,55.35,285.73,15.52,3.32,16.2,249,0,249,Tier 2 (Mid-size VC),,Independent,0.0,18.4104381443299,2.5670103092783503,4
D8EC5BEB,FinTech,2012,USA,Seattle,Seed,0.8,20.89,0.8,0.26,2.2,23,0,23,Tier 2 (Mid-size VC),High,Closed,0.0,26.1125,3.9,14
DD87EA89,Autonomous Vehicles,2022,India,Hyderabad,Post-IPO,2768.46,32252.09,2532.21,50.9,54.3,4870,0,4870,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,0.0,12.73673589473227,0.24121222173516413,4
BA10DF33,FinTech,2018,USA,Seattle,Seed,0.0,17.4,0.97,0.15,0.0,14,0,14,Bootstrapped,Medium,Independent,0.0,17.938144329896907,1.8556701030927834,8
6DCCCF9E,Generative AI,2020,Germany,Munich,Series B,104.24,1115.06,64.33,2.87,35.1,210,0,210,Tier 2 (Mid-size VC),High,Independent,0.0,17.333436965645888,0.5353645266594124,6
CADCEA52,FinTech,2021,USA,Boston,Series A,0.0,48.76,1.88,0.47,0.0,27,0,27,Bootstrapped,Medium,Independent,0.0,25.93617021276596,3.0,5
693F625F,Cybersecurity,2018,USA,New York,Series A,2.34,13.14,0.93,0.75,2.8,51,0,51,Tier 3 (Angel/Seed),Low,Independent,0.0,14.129032258064516,9.67741935483871,8
523A5A7B,Generative AI,2019,USA,Seattle,Series A,85.37,628.12,30.91,7.28,11.6,516,0,516,"Tier 1 (e.g. Sequoia, a16z)",,Independent,0.0,20.320931737301844,2.826269815593659,7
D2F81070,Generative AI,2020,India,Delhi NCR,Series A,4.93,67.81,6.14,0.52,8.0,36,0,36,Corporate VC (e.g. Google Ventures),High,Closed,0.0,11.04397394136808,1.01628664495114,6
FD7FAF57,Generative AI,2020,USA,Boston,Seed,2.29,33.08,3.49,0.63,3.1,40,0,40,Tier 3 (Angel/Seed),High,Independent,0.0,9.478510028653295,2.166189111747851,6
F376F20D,Cybersecurity,2018,USA,Austin,Series A,2.28,15.57,1.08,0.79,2.6,45,0,45,Tier 2 (Mid-size VC),Medium,Independent,0.0,14.416666666666666,8.777777777777777,8
FFD79B14,FinTech,2025,India,Delhi NCR,Post-IPO,112.29,470.92,34.67,2.39,45.1,198,0,198,Tier 2 (Mid-size VC),High,Acquired,0.0,13.58292471877704,0.8272281511393135,1
7CD830B3,FinTech,2021,Israel,Tel Aviv,Series B,50.83,597.12,28.85,2.31,21.1,194,0,194,Tier 2 (Mid-size VC),Medium,Independent,0.0,20.69740034662045,0.9608318890814557,5
87ACD9CC,Robotics,2018,China,Beijing,Series B,12.08,144.5,9.72,0.48,20.8,44,0,44,Tier 3 (Angel/Seed),Medium,Acquired,0.0,14.866255144032921,0.5925925925925926,8
11FBABBD,SpaceTech,2020,China,Beijing,Series B,0.0,13.95,1.19,0.16,0.0,8,0,8,Bootstrapped,Low,Acquired,0.0,11.722689075630251,1.6134453781512605,6
84DEAB0C,Web3/Crypto,2019,India,Mumbai,Series A,14.0,82.32,4.56,0.59,20.3,43,23,20,Tier 2 (Mid-size VC),Medium,Acquired (Fire Sale),53.48837209302325,18.05263157894737,1.5526315789473686,7
7CBF3FDA,Robotics,2022,India,Mumbai,Series C+,61.09,460.2,20.13,4.26,14.0,297,0,297,Tier 2 (Mid-size VC),Medium,Independent,0.0,22.86140089418778,2.5394932935916543,4
DCAA8B0E,Autonomous Vehicles,2018,USA,San Francisco,Seed,0.0,15.4,0.55,0.7,0.0,49,21,28,Bootstrapped,Medium,Acquired,42.857142857142854,28.0,15.272727272727268,8
C1E803B8,FinTech,2016,USA,Boston,Seed,0.24,14.48,1.82,0.23,0.7,13,0,13,Tier 2 (Mid-size VC),High,Independent,0.0,7.956043956043956,1.5164835164835166,10
B2261934,Generative AI,2013,France,Lyon,Series A,5.74,50.54,6.14,0.95,5.5,48,0,48,Tier 2 (Mid-size VC),,Closed,0.0,8.231270358306189,1.8566775244299674,13
2B38E480,HealthTech,2024,Singapore,Singapore,Series A,0.0,18.71,1.78,0.52,0.0,27,0,27,Bootstrapped,Medium,Independent,0.0,10.511235955056181,3.50561797752809,2
ADE364BD,Web3/Crypto,2019,China,Shanghai,Seed,2.31,34.14,1.83,0.54,3.6,48,39,9,Tier 3 (Angel/Seed),Low,Closed,81.25,18.65573770491803,3.540983606557377,7
753E5BDE,HealthTech,2017,China,Shenzhen,Series C+,16.22,73.77,2.74,1.04,14.2,70,24,46,Tier 2 (Mid-size VC),High,Independent,34.285714285714285,26.923357664233574,4.554744525547445,9
39812941,EdTech,2019,USA,Seattle,Seed,0.17,20.73,0.86,0.09,0.9,6,0,6,Tier 2 (Mid-size VC),Medium,Independent,0.0,24.1046511627907,1.255813953488372,7
7E7FCB33,Robotics,2018,UK,Oxford,Series B,42.63,455.08,24.02,2.77,14.9,258,41,217,Tier 3 (Angel/Seed),High,Independent,15.891472868217054,18.9458784346378,1.3838467943380517,8
EF877BFD,FinTech,2017,USA,New York,Seed,1.31,21.3,1.87,0.41,2.6,38,0,38,Tier 2 (Mid-size VC),High,Closed,0.0,11.390374331550802,2.6310160427807485,9
